Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
49,No,Travel_Rarely,937,Research & Development,8,2,Marketing,1,1116,4,Male,35,4,2,Research Scientist,1,Married,2331,10175,3,Y,No,14,1,2,80,1,16,3,4,9,6,1,5
47,No,Travel_Rarely,241,Research & Development,26,3,Medical,1,1117,3,Female,64,3,3,Laboratory Technician,3,Married,4128,6629,0,Y,No,21,3,4,80,0,40,3,4,31,31,3,31
46,No,Travel_Rarely,980,Research & Development,26,4,Medical,1,1118,3,Male,99,4,4,Manager,4,Married,13007,29914,3,Y,Yes,24,3,1,80,1,14,2,4,2,0,7,0
46,No,Travel_Frequently,495,Research & Development,19,5,Life Sciences,1,1119,4,Male,90,4,5,Manager,2,Married,12728,16768,5,Y,No,24,3,3,80,1,26,0,4,25,24,2,24
47,No,Travel_Rarely,929,Human Resources,7,3,Other,1,1120,4,Male,53,4,3,Manager,3,Married,8227,8901,1,Y,No,15,3,3,80,2,14,2,3,14,13,7,13
33,Yes,Travel_Rarely,228,Research & Development,23,4,Medical,1,1121,3,Female,31,3,4,Research Director,1,Married,12325,12890,1,Y,No,19,4,2,80,1,21,1,2,16,14,6,12
57,No,Travel_Frequently,1239,Research & Development,4,4,Medical,1,1122,3,Male,80,2,4,Research Director,2,Divorced,8099,13315,1,Y,Yes,18,3,4,80,1,28,3,2,26,25,0,23
36,No,Travel_Rarely,938,Research & Development,10,5,Medical,1,1123,3,Female,60,3,5,Manufacturing Director,3,Single,8484,17426,5,Y,No,11,4,3,80,0,31,2,3,17,13,1,13
35,No,Travel_Rarely,626,Sales,25,4,Medical,1,1124,3,Male,56,2,4,Manager,2,Single,10345,4297,2,Y,No,24,3,2,80,2,13,2,3,18,14,3,13
18,No,Travel_Rarely,1353,Research & Development,1,4,Life Sciences,1,1125,3,Male,60,3,4,Research Scientist,4,Single,4978,23834,2,Y,Yes,23,3,3,80,2,13,2,2,11,10,5,9
31,No,Travel_Frequently,247,Research & Development,17,1,Life Sciences,1,1126,3,Male,99,3,1,Research Director,3,Divorced,6414,17239,3,Y,No,22,3,4,80,1,25,1,3,23,19,8,18
19,Yes,Travel_Frequently,1288,Research & Development,21,2,Life Sciences,1,1127,4,Female,72,3,2,Laboratory Technician,2,Single,4024,16750,1,Y,Yes,13,3,2,80,0,17,5,3,4,0,4,0
45,No,Travel_Rarely,836,Research & Development,13,4,Technical Degree,1,1128,3,Male,81,4,4,Research Director,3,Divorced,11972,25674,1,Y,No,24,4,4,80,1,20,5,1,23,23,2,21
47,No,Travel_Frequently,829,Research & Development,19,5,Life Sciences,1,1129,1,Male,43,3,5,Manager,4,Married,12417,15513,3,Y,No,24,2,2,80,3,25,1,3,26,23,1,21
55,No,Travel_Frequently,270,Sales,26,5,Life Sciences,1,1130,3,Female,88,4,5,Sales Executive,1,Divorced,10452,28629,8,Y,No,13,3,2,80,0,26,4,2,29,25,6,23
21,No,Non-Travel,1250,Human Resources,13,5,Technical Degree,1,1131,1,Male,49,3,5,Human Resources,3,Divorced,5841,23328,0,Y,No,21,3,2,80,2,23,2,3,14,10,1,8
18,No,Travel_Rarely,401,Research & Development,9,3,Life Sciences,1,1132,2,Female,81,3,3,Manufacturing Director,4,Married,10205,28085,0,Y,No,16,3,2,80,1,40,4,2,37,35,5,34
25,No,Travel_Frequently,1375,Research & Development,5,4,Marketing,1,1133,3,Male,69,3,4,Research Scientist,1,Single,4624,7318,1,Y,No,14,3,3,80,1,40,1,4,33,30,1,29
46,No,Travel_Rarely,1039,Research & Development,23,4,Medical,1,1134,3,Female,97,4,4,Manager,4,Single,14985,22191,3,Y,No,14,3,4,80,3,37,1,2,26,23,0,21
56,No,Non-Travel,623,Research & Development,1,4,Life Sciences,1,1135,4,Male,73,4,4,Manager,2,Single,6480,18396,1,Y,Yes,11,3,1,80,1,31,4,4,19,16,1,16
20,No,Travel_Rarely,206,Research & Development,2,3,Medical,1,1136,4,Female,35,4,3,Manager,2,Married,12118,22418,9,Y,No,22,4,2,80,2,36,4,3,40,39,1,37
49,No,Travel_Rarely,719,Research & Development,11,3,Life Sciences,1,1137,1,Male,86,3,3,Manager,3,Single,7943,23914,0,Y,No,20,3,2,80,1,37,2,3,31,31,4,29
27,No,Travel_Frequently,1070,Human Resources,28,5,Other,1,1138,3,Male,87,1,5,Manager,2,Married,12505,17480,0,Y,No,23,3,3,80,0,13,4,3,3,3,1,3
27,Yes,Travel_Frequently,607,Sales,4,3,Medical,1,1139,4,Male,59,2,3,Sales Representative,3,Married,3345,28156,0,Y,No,22,1,4,80,2,2,3,3,4,2,10,0
36,Yes,Travel_Rarely,403,Research & Development,9,5,Life Sciences,1,1140,2,Male,81,3,5,Manufacturing Director,3,Divorced,9937,21817,5,Y,No,21,3,4,80,3,3,1,2,7,4,3,3
51,No,Travel_Rarely,754,Research & Development,5,3,Life Sciences,1,1141,4,Male,40,4,3,Manager,1,Single,13763,6633,0,Y,No,14,3,1,80,2,29,2,4,21,18,3,18
50,No,Travel_Rarely,1355,Research & Development,5,4,Medical,1,1142,4,Female,76,4,4,Manager,4,Single,10787,4051,2,Y,No,11,3,4,80,0,11,1,4,6,2,2,2
40,No,Travel_Rarely,165,Research & Development,25,4,Life Sciences,1,1143,4,Male,34,3,4,Research Director,3,Single,7739,5876,1,Y,No,25,3,3,80,0,28,4,4,21,20,3,18
45,No,Travel_Rarely,691,Research & Development,8,4,Life Sciences,1,1144,3,Female,32,4,4,Manufacturing Director,3,Divorced,2377,7908,3,Y,No,15,1,3,80,1,30,6,4,29,28,0,27
49,No,Travel_Rarely,333,Research & Development,2,3,Medical,1,1145,4,Female,44,3,3,Research Scientist,3,Married,4592,24514,0,Y,No,23,2,3,80,1,40,3,3,36,34,14,33
24,Yes,Travel_Rarely,1308,Sales,7,5,Other,1,1146,4,Female,31,1,5,Manager,2,Single,16096,8427,3,Y,Yes,13,3,4,80,0,10,3,3,15,15,3,14
46,No,Travel_Rarely,420,Sales,17,4,Medical,1,1147,4,Male,31,3,4,Manager,3,Single,12390,15009,1,Y,Yes,23,2,3,80,0,12,3,4,14,11,0,9
25,No,Travel_Rarely,930,Research & Development,26,3,Technical Degree,1,1148,3,Male,83,3,3,Manufacturing Director,4,Single,7796,17351,6,Y,No,20,3,2,80,2,16,2,4,4,2,4,0
18,No,Non-Travel,193,Sales,27,4,Other,1,1149,4,Female,75,4,4,Sales Representative,2,Single,3128,3823,4,Y,Yes,15,3,3,80,2,2,2,3,2,1,2,0
20,No,Travel_Rarely,1062,Research & Development,11,3,Life Sciences,1,1150,3,Female,70,3,3,Manager,3,Divorced,10604,21814,1,Y,No,24,3,3,80,2,18,2,4,22,21,0,19
41,No,Travel_Rarely,165,Research & Development,15,3,Technical Degree,1,1151,2,Male,98,4,3,Manager,3,Divorced,12701,4740,9,Y,No,13,3,2,80,3,6,3,3,9,8,9,7
40,No,Non-Travel,945,Research & Development,25,3,Technical Degree,1,1152,3,Male,59,3,3,Laboratory Technician,3,Married,3074,3788,0,Y,Yes,15,4,3,80,0,12,4,3,4,1,0,0
25,No,Travel_Rarely,320,Research & Development,3,5,Medical,1,1153,4,Male,73,3,5,Research Scientist,4,Divorced,3286,20336,4,Y,No,14,3,4,80,3,24,2,4,22,19,4,19
54,Yes,Travel_Rarely,805,Research & Development,13,3,Human Resources,1,1154,4,Female,39,3,3,Research Director,1,Single,9774,17641,1,Y,No,19,4,3,80,2,24,2,4,14,11,11,11
20,No,Travel_Rarely,720,Research & Development,18,4,Life Sciences,1,1155,4,Male,59,4,4,Manufacturing Director,2,Married,7766,12896,1,Y,No,24,3,3,80,3,30,4,4,17,13,1,11
50,No,Travel_Rarely,348,Sales,20,3,Life Sciences,1,1156,3,Male,78,4,3,Sales Executive,1,Divorced,10937,27527,0,Y,No,16,3,4,80,0,36,1,3,24,24,1,22
45,No,Travel_Rarely,1065,Research & Development,20,3,Technical Degree,1,1157,3,Female,64,4,3,Research Scientist,3,Married,3412,14915,2,Y,No,22,3,4,80,0,7,3,3,7,6,0,5
25,No,Travel_Rarely,1115,Research & Development,3,5,Medical,1,1158,4,Male,94,3,5,Laboratory Technician,2,Married,3332,21804,0,Y,No,25,3,3,80,2,38,1,2,30,29,0,29
51,No,Non-Travel,158,Research & Development,2,4,Medical,1,1159,3,Male,46,3,4,Research Director,4,Single,9230,21411,2,Y,Yes,24,3,3,80,3,17,3,4,20,16,0,15
52,Yes,Travel_Rarely,1170,Sales,5,5,Life Sciences,1,1160,4,Female,60,3,5,Sales Representative,4,Single,2597,5101,1,Y,No,20,3,4,80,2,11,4,3,1,0,7,0
49,No,Travel_Frequently,1211,Research & Development,20,3,Technical Degree,1,1161,3,Female,99,2,3,Manufacturing Director,1,Single,9231,7873,3,Y,No,12,3,2,80,2,16,2,3,21,20,7,19
41,No,Travel_Rarely,1163,Human Resources,5,2,Technical Degree,1,1162,4,Male,81,4,2,Manager,4,Married,19999,5588,2,Y,Yes,11,3,3,80,1,13,4,3,7,4,5,3
31,No,Travel_Rarely,283,Sales,13,5,Medical,1,1163,4,Male,55,3,5,Manager,3,Married,10845,16709,3,Y,No,11,1,2,80,2,30,2,3,22,19,2,17
49,No,Travel_Rarely,265,Research & Development,28,4,Human Resources,1,1164,3,Male,34,3,4,Research Director,2,Divorced,11547,22229,3,Y,No,11,3,4,80,2,40,1,3,31,31,7,31
60,No,Travel_Rarely,858,Sales,28,3,Life Sciences,1,1165,1,Male,43,3,3,Sales Representative,1,Married,1278,24121,0,Y,Yes,19,3,1,80,2,20,2,4,7,6,3,5
33,No,Travel_Frequently,227,Research & Development,8,3,Life Sciences,1,1166,2,Female,80,3,3,Manager,1,Divorced,10583,27723,0,Y,Yes,15,3,2,80,2,6,4,1,3,1,2,0
21,No,Travel_Rarely,1332,Research & Development,27,4,Marketing,1,1167,4,Male,44,4,4,Research Scientist,2,Divorced,6599,13709,1,Y,Yes,24,1,3,80,0,30,1,4,29,28,2,27
54,No,Travel_Rarely,368,Sales,16,3,Technical Degree,1,1168,4,Male,41,4,3,Manager,4,Single,11802,29634,6,Y,Yes,14,4,4,80,2,26,2,3,18,17,0,15
38,No,Travel_Rarely,455,Research & Development,18,4,Life Sciences,1,1169,4,Male,75,4,4,Manager,3,Married,13808,3417,2,Y,No,20,4,3,80,1,21,3,4,22,22,10,20
31,No,Travel_Rarely,1247,Research & Development,25,3,Life Sciences,1,1170,3,Male,93,4,3,Laboratory Technician,4,Single,2846,22293,3,Y,Yes,15,2,4,80,3,29,2,4,17,15,4,13
48,No,Travel_Frequently,711,Research & Development,26,3,Other,1,1171,4,Male,88,3,3,Research Director,4,Married,10772,23129,5,Y,No,19,4,4,80,1,31,1,3,28,27,5,27
35,No,Travel_Frequently,570,Research & Development,16,5,Human Resources,1,1172,3,Female,55,4,5,Research Scientist,2,Divorced,6704,13881,5,Y,No,13,3,3,80,1,23,2,2,22,20,5,20
24,No,Travel_Frequently,902,Sales,1,3,Marketing,1,1173,2,Male,58,1,3,Manager,4,Single,7823,4772,2,Y,No,13,4,4,80,3,35,4,3,32,29,4,27
27,No,Travel_Rarely,234,Research & Development,8,3,Life Sciences,1,1174,4,Female,33,4,3,Manager,1,Married,19871,23559,2,Y,Yes,22,3,1,80,0,15,5,3,17,14,0,14
24,No,Travel_Rarely,1113,Sales,28,4,Human Resources,1,1175,3,Female,79,4,4,Sales Executive,1,Married,3753,24659,5,Y,No,12,4,4,80,0,40,0,4,32,30,3,29
50,Yes,Travel_Rarely,950,Research & Development,21,3,Other,1,1176,3,Male,54,4,3,Research Scientist,3,Married,3844,29404,4,Y,Yes,18,3,4,80,2,12,3,2,6,5,7,5
40,No,Travel_Rarely,1121,Sales,2,3,Medical,1,1177,3,Male,69,2,3,Sales Representative,3,Married,2247,28745,3,Y,No,17,1,4,80,0,27,1,2,27,25,0,25
38,No,Travel_Rarely,419,Research & Development,24,4,Other,1,1178,1,Male,61,4,4,Research Director,2,Married,9182,4249,2,Y,No,12,2,4,80,0,12,3,4,0,0,11,0
36,No,Non-Travel,812,Research & Development,5,3,Other,1,1179,3,Male,66,4,3,Research Director,3,Single,7453,18079,2,Y,No,14,3,4,80,3,40,0,3,38,35,2,34
36,No,Non-Travel,1250,Sales,26,3,Human Resources,1,1180,2,Male,39,4,3,Manager,4,Single,8671,22242,1,Y,No,17,2,2,80,1,40,0,3,33,31,1,30
53,No,Non-Travel,552,Research & Development,15,3,Other,1,1181,4,Male,67,2,3,Research Scientist,2,Single,2897,20009,4,Y,No,11,3,3,80,0,35,4,3,38,34,3,32
46,Yes,Travel_Rarely,1333,Research & Development,14,4,Marketing,1,1182,3,Male,90,3,4,Research Scientist,2,Married,5369,4749,2,Y,No,11,4,3,80,0,14,1,4,18,14,6,13
35,No,Travel_Rarely,1425,Research & Development,26,4,Marketing,1,1183,3,Female,56,2,4,Laboratory Technician,3,Single,3250,20989,1,Y,No,18,3,2,80,0,33,2,2,30,27,3,26
19,No,Travel_Frequently,734,Sales,29,4,Medical,1,1184,3,Male,36,3,4,Sales Executive,3,Divorced,5951,3847,1,Y,No,16,3,4,80,1,14,5,3,12,11,4,10
18,No,Travel_Frequently,243,Research & Development,3,2,Marketing,1,1185,4,Female,38,3,2,Laboratory Technician,2,Married,3796,16153,5,Y,No,12,3,2,80,0,21,6,4,23,22,3,20
22,No,Travel_Frequently,1105,Sales,7,4,Technical Degree,1,1186,2,Male,88,4,4,Manager,4,Married,6619,25591,2,Y,No,20,3,1,80,3,0,1,3,4,1,4,1
37,Yes,Travel_Rarely,960,Research & Development,4,5,Human Resources,1,1187,4,Female,65,3,5,Laboratory Technician,3,Married,3821,10770,1,Y,No,20,2,4,80,1,30,3,4,22,21,0,19
28,No,Travel_Frequently,670,Research & Development,11,3,Medical,1,1188,3,Male,59,4,3,Research Director,3,Married,9718,3136,0,Y,No,25,3,4,80,0,14,3,4,18,18,0,18
59,No,Travel_Rarely,405,Sales,27,4,Marketing,1,1189,1,Male,48,2,4,Manager,4,Divorced,11773,13602,2,Y,No,11,4,4,80,0,0,2,4,0,0,0,0
19,No,Travel_Rarely,758,Sales,26,4,Medical,1,1190,3,Female,70,3,4,Manager,4,Single,13869,5133,0,Y,No,13,4,4,80,1,33,5,4,32,32,1,30
20,No,Travel_Frequently,745,Sales,12,5,Marketing,1,1191,3,Male,84,4,5,Sales Representative,2,Single,4479,12466,2,Y,Yes,22,3,3,80,0,38,4,4,32,32,1,30
40,No,Travel_Rarely,694,Human Resources,15,5,Marketing,1,1192,4,Male,35,4,5,Manager,2,Married,13162,12413,3,Y,Yes,14,3,4,80,1,31,4,4,31,31,4,31
29,No,Travel_Rarely,131,Research & Development,6,3,Life Sciences,1,1193,3,Female,51,3,3,Research Scientist,4,Single,4230,15307,2,Y,No,23,3,3,80,3,39,2,4,27,24,3,22
37,No,Travel_Rarely,1466,Research & Development,26,3,Medical,1,1194,3,Male,99,3,3,Manager,4,Single,7742,3157,6,Y,No,15,3,4,80,1,34,2,3,36,36,0,34
22,No,Travel_Rarely,1334,Research & Development,24,3,Life Sciences,1,1195,1,Male,53,3,3,Laboratory Technician,3,Married,1009,9452,0,Y,No,21,3,2,80,0,40,2,2,40,38,0,38
54,Yes,Travel_Rarely,1368,Sales,1,3,Life Sciences,1,1196,2,Female,91,2,3,Sales Executive,3,Single,7268,14050,1,Y,No,20,2,4,80,2,18,2,3,11,10,0,8
55,No,Travel_Rarely,796,Sales,18,2,Technical Degree,1,1197,4,Female,71,3,2,Sales Representative,3,Married,1866,28225,0,Y,No,13,3,3,80,0,22,1,3,8,5,2,3
47,No,Travel_Rarely,259,Research & Development,14,4,Life Sciences,1,1198,3,Female,51,2,4,Laboratory Technician,2,Single,1009,9275,0,Y,No,25,2,3,80,0,6,1,3,10,8,0,7
26,No,Travel_Rarely,247,Research & Development,29,1,Medical,1,1199,1,Male,45,4,1,Research Director,4,Divorced,8947,16478,0,Y,No,25,3,4,80,0,34,1,3,32,30,3,29
51,No,Travel_Frequently,441,Research & Development,24,3,Life Sciences,1,1200,2,Female,42,2,3,Manufacturing Director,3,Divorced,8574,23797,3,Y,No,23,3,4,80,3,31,2,4,18,14,2,13
52,No,Travel_Rarely,967,Sales,7,4,Life Sciences,1,1201,3,Male,66,2,4,Sales Representative,4,Married,3669,6372,1,Y,Yes,24,3,4,80,3,36,2,4,33,29,3,28
39,Yes,Non-Travel,193,Research & Development,10,3,Technical Degree,1,1202,4,Female,81,4,3,Research Scientist,3,Married,5932,7611,6,Y,No,15,3,2,80,0,4,2,4,6,4,5,3
41,No,Travel_Rarely,430,Research & Development,9,5,Medical,1,1203,4,Female,53,4,5,Research Director,4,Divorced,12627,19970,0,Y,Yes,22,3,2,80,1,40,2,4,30,26,1,24
34,No,Travel_Rarely,273,Research & Development,2,4,Other,1,1204,1,Female,46,4,4,Manager,2,Single,15249,28534,3,Y,No,17,3,1,80,0,14,3,4,1,0,1,0
27,No,Travel_Rarely,803,Sales,8,3,Medical,1,1205,3,Female,45,4,3,Sales Representative,4,Divorced,1678,20707,7,Y,No,21,4,2,80,2,22,2,4,18,17,1,16
47,No,Travel_Rarely,1156,Sales,22,3,Life Sciences,1,1206,3,Male,30,3,3,Manager,4,Divorced,11461,2233,0,Y,Yes,19,2,2,80,0,37,5,2,37,33,0,33
40,No,Travel_Frequently,722,Research & Development,1,3,Medical,1,1207,4,Female,30,3,3,Research Director,3,Married,11739,27841,1,Y,No,15,3,4,80,0,40,3,3,31,31,0,30
49,No,Travel_Rarely,373,Research & Development,20,4,Technical Degree,1,1208,3,Female,59,4,4,Manager,3,Married,12166,9916,3,Y,No,14,3,3,80,2,13,4,3,9,7,6,5
34,No,Non-Travel,1220,Research & Development,2,2,Medical,1,1209,2,Male,53,4,2,Research Scientist,1,Single,4290,2031,2,Y,No,20,4,4,80,0,40,5,2,40,39,1,39
34,No,Travel_Rarely,1090,Sales,7,4,Other,1,1210,3,Female,75,4,4,Sales Representative,3,Married,3025,27947,2,Y,No,21,3,3,80,0,10,1,4,7,3,14,2
31,No,Non-Travel,178,Human Resources,25,4,Marketing,1,1211,3,Male,31,3,4,Human Resources,4,Divorced,5905,10951,1,Y,No,23,3,3,80,2,26,2,2,25,21,1,21
26,Yes,Travel_Rarely,252,Research & Development,16,3,Medical,1,1212,4,Female,44,3,3,Manager,2,Single,11723,5203,3,Y,No,19,2,2,80,2,27,2,3,29,28,6,27
57,No,Travel_Rarely,243,Research & Development,22,5,Technical Degree,1,1213,1,Female,58,4,5,Manufacturing Director,4,Divorced,5968,7894,3,Y,Yes,18,3,4,80,2,23,2,2,10,9,5,7
19,No,Travel_Rarely,332,Research & Development,4,1,Human Resources,1,1214,3,Female,91,3,1,Research Director,3,Single,4891,3794,0,Y,Yes,15,3,4,80,3,38,0,3,40,40,2,39
42,No,Travel_Rarely,1055,Research & Development,21,5,Medical,1,1215,3,Male,42,4,5,Manufacturing Director,2,Single,7510,15080,7,Y,No,19,4,3,80,1,32,4,3,19,15,2,15
56,No,Travel_Rarely,229,Sales,27,2,Life Sciences,1,1216,2,Male,94,4,2,Sales Representative,2,Single,3051,2761,2,Y,Yes,21,3,3,80,0,32,1,4,19,15,3,13
26,No,Travel_Rarely,961,Research & Development,17,4,Marketing,1,1217,3,Male,74,4,4,Manager,3,Single,12167,17574,2,Y,Yes,24,2,2,80,0,14,6,3,8,5,7,4
39,No,Travel_Rarely,797,Research & Development,29,3,Medical,1,1218,3,Female,76,3,3,Laboratory Technician,2,Married,4500,22464,4,Y,No,19,3,4,80,0,14,4,3,7,7,2,6
60,No,Travel_Frequently,598,Research & Development,4,4,Human Resources,1,1219,4,Male,45,3,4,Laboratory Technician,4,Single,4687,2281,2,Y,No,11,2,4,80,0,12,3,4,14,13,0,12
21,No,Travel_Frequently,1405,Research & Development,29,3,Medical,1,1220,1,Male,32,2,3,Manufacturing Director,4,Divorced,7750,6071,0,Y,No,22,4,3,80,1,37,1,4,33,32,2,31
43,No,Travel_Rarely,911,Research & Development,26,2,Life Sciences,1,1221,4,Female,99,4,2,Research Scientist,3,Married,4369,14095,2,Y,No,16,4,2,80,0,24,3,3,23,21,1,19
46,No,Travel_Rarely,232,Research & Development,3,4,Human Resources,1,1222,2,Male,34,3,4,Manufacturing Director,2,Single,9375,23009,4,Y,No,21,3,2,80,1,31,2,2,32,31,10,29
51,No,Travel_Rarely,370,Research & Development,9,3,Other,1,1223,2,Female,55,3,3,Research Director,3,Married,11279,24362,3,Y,No,15,3,1,80,0,40,2,1,40,36,5,35
40,No,Travel_Frequently,719,Sales,22,4,Life Sciences,1,1224,4,Female,44,3,4,Sales Representative,3,Divorced,2601,16337,7,Y,Yes,16,4,1,80,1,40,4,4,40,39,0,37
54,No,Travel_Rarely,1063,Research & Development,15,5,Other,1,1225,4,Female,84,1,5,Laboratory Technician,2,Married,4191,11007,0,Y,No,20,1,2,80,2,40,2,3,39,35,1,35
28,No,Travel_Rarely,1385,Research & Development,20,3,Medical,1,1226,1,Male,51,4,3,Laboratory Technician,3,Single,3346,22943,1,Y,No,13,3,2,80,1,35,2,2,26,22,0,20
23,No,Travel_Rarely,1176,Human Resources,3,3,Medical,1,1227,4,Male,66,4,3,Human Resources,4,Divorced,5293,19854,2,Y,No,24,4,3,80,0,21,4,2,20,20,7,20
35,Yes,Travel_Rarely,1258,Research & Development,12,1,Other,1,1228,2,Male,58,3,1,Research Scientist,1,Divorced,5085,5287,2,Y,No,13,3,3,80,3,16,1,4,4,3,9,3
38,No,Travel_Rarely,910,Sales,15,4,Medical,1,1229,3,Male,55,4,4,Sales Executive,3,Single,6367,22643,1,Y,No,20,1,3,80,2,34,3,3,34,34,0,32
59,No,Travel_Rarely,1130,Research & Development,29,3,Life Sciences,1,1230,1,Male,99,4,3,Manufacturing Director,4,Single,8227,16014,4,Y,Yes,15,3,3,80,1,32,3,3,20,16,2,15
53,No,Travel_Rarely,749,Research & Development,20,3,Medical,1,1231,3,Male,40,4,3,Manufacturing Director,1,Married,8714,24090,0,Y,Yes,17,4,4,80,1,13,2,3,3,2,10,0
58,No,Travel_Rarely,839,Research & Development,8,3,Technical Degree,1,1232,3,Female,49,4,3,Research Director,4,Single,12451,29161,0,Y,No,14,1,3,80,1,11,4,2,15,14,0,14
55,No,Travel_Rarely,603,Research & Development,12,3,Life Sciences,1,1233,3,Female,99,4,3,Laboratory Technician,3,Divorced,4285,18894,7,Y,No,16,3,2,80,0,40,5,3,30,30,1,30
51,No,Travel_Rarely,1309,Research & Development,21,5,Marketing,1,1234,3,Male,62,2,5,Research Scientist,2,Married,4860,16085,1,Y,Yes,15,3,4,80,0,20,2,3,25,25,2,23
34,No,Travel_Rarely,510,Sales,13,3,Technical Degree,1,1235,3,Female,59,3,3,Sales Representative,1,Divorced,1009,9961,7,Y,No,12,4,4,80,1,39,2,3,34,30,0,30
54,No,Travel_Rarely,1216,Research & Development,15,4,Medical,1,1236,4,Female,79,4,4,Research Scientist,1,Married,4828,15532,1,Y,No,23,3,3,80,1,19,3,4,5,1,0,0
42,No,Travel_Rarely,921,Research & Development,11,4,Technical Degree,1,1237,2,Female,63,1,4,Manufacturing Director,2,Single,8954,27130,0,Y,No,21,3,1,80,0,31,3,3,32,31,11,29
55,No,Travel_Rarely,1004,Research & Development,17,4,Other,1,1238,2,Female,34,2,4,Laboratory Technician,1,Single,4130,13897,4,Y,No,22,3,4,80,0,30,3,4,20,19,4,18
29,No,Travel_Rarely,290,Research & Development,21,3,Medical,1,1239,4,Male,41,3,3,Manufacturing Director,2,Married,5705,8784,4,Y,Yes,11,3,4,80,0,10,2,3,15,12,2,12
40,No,Travel_Rarely,1082,Research & Development,24,4,Medical,1,1240,1,Male,81,3,4,Research Director,1,Married,3633,27882,2,Y,No,16,3,1,80,3,40,1,3,38,35,2,33
59,No,Travel_Frequently,916,Research & Development,27,5,Life Sciences,1,1241,3,Male,80,2,5,Laboratory Technician,3,Divorced,4346,29718,0,Y,No,15,4,1,80,0,40,5,3,33,31,5,31
39,No,Travel_Rarely,484,Sales,12,1,Marketing,1,1242,3,Male,50,4,1,Sales Executive,4,Single,4428,16196,3,Y,Yes,19,2,4,80,0,11,2,4,14,10,2,8
38,No,Travel_Rarely,951,Human Resources,20,3,Other,1,1243,3,Female,87,3,3,Manager,4,Single,16399,23877,0,Y,No,22,1,3,80,1,1,3,3,5,3,1,1
44,No,Travel_Rarely,1447,Research & Development,18,3,Medical,1,1244,4,Female,93,2,3,Manufacturing Director,3,Single,6611,18642,4,Y,No,17,3,4,80,1,0,4,3,1,0,0,0
48,No,Travel_Rarely,591,Research & Development,29,3,Medical,1,1245,2,Male,35,4,3,Manufacturing Director,4,Married,5534,8588,1,Y,Yes,11,3,2,80,1,34,2,4,23,23,5,21
23,No,Non-Travel,1258,Sales,16,3,Medical,1,1246,2,Male,78,4,3,Sales Representative,1,Single,3314,11416,4,Y,No,23,3,4,80,1,39,3,4,27,27,1,26
44,No,Travel_Frequently,527,Sales,3,4,Medical,1,1247,2,Female,66,3,4,Manager,2,Married,14218,20049,1,Y,Yes,20,3,1,80,1,0,1,2,0,0,0,0
57,No,Travel_Rarely,351,Research & Development,27,2,Life Sciences,1,1248,2,Male,39,3,2,Research Scientist,2,Married,5251,27979,2,Y,No,16,3,2,80,2,9,5,2,0,0,2,0
51,No,Travel_Rarely,1186,Sales,9,3,Other,1,1249,3,Male,95,4,3,Manager,4,Divorced,13805,3865,4,Y,No,21,3,4,80,0,30,1,2,27,24,0,23
29,No,Travel_Frequently,1121,Research & Development,7,4,Life Sciences,1,1250,4,Female,85,4,4,Laboratory Technician,4,Single,2756,17952,0,Y,No,17,3,2,80,1,34,2,4,35,31,11,31
24,No,Travel_Frequently,1348,Sales,19,3,Technical Degree,1,1251,4,Male,95,2,3,Manager,3,Single,6503,2765,4,Y,No,13,3,2,80,3,26,3,2,19,18,4,17
27,No,Travel_Rarely,785,Research & Development,5,4,Medical,1,1252,4,Male,74,4,4,Manufacturing Director,3,Married,7064,26640,0,Y,No,24,3,4,80,0,20,4,3,7,7,1,6
34,No,Travel_Rarely,420,Research & Development,19,3,Marketing,1,1253,2,Male,97,4,3,Research Scientist,3,Married,2953,5449,1,Y,No,19,3,2,80,0,4,1,3,0,0,1,0
43,No,Travel_Frequently,1121,Sales,10,5,Life Sciences,1,1254,1,Female,93,4,5,Sales Representative,2,Married,3389,21089,2,Y,No,21,2,1,80,0,39,2,3,25,21,3,20
38,No,Travel_Frequently,326,Research & Development,20,3,Technical Degree,1,1255,4,Male,45,2,3,Laboratory Technician,3,Divorced,4417,7765,5,Y,No,24,3,3,80,0,32,2,2,24,24,2,22
45,No,Travel_Rarely,524,Research & Development,12,4,Life Sciences,1,1256,1,Male,39,2,4,Research Director,3,Divorced,10518,17461,0,Y,No,24,3,3,80,0,15,2,3,9,9,6,8
19,No,Travel_Rarely,1009,Research & Development,8,4,Life Sciences,1,1257,4,Male,50,3,4,Manager,1,Single,11996,17336,2,Y,No,21,3,4,80,0,16,4,2,11,9,3,9
60,No,Travel_Rarely,1316,Human Resources,3,3,Medical,1,1258,4,Male,41,2,3,Human Resources,1,Single,4987,6974,2,Y,Yes,12,3,4,80,0,40,0,2,40,37,2,37
